id,score,at,content_raw,content_clean,manual_group,notes
rev_4cc1031e-66bb-4b04-a0f4-27fa2789bd2a,3,2025-12-16T03:33:46,"Love the sleep casts and the Ebb chat. However it repeatedly stops playing the sleepcasts saying ""oh dear, something's wrong. Random nights. My wifi connection is fine. I close the app and reopen with the same issue a few times and give up. Then next night, no problem, then two nights later happens again. So insanely frustrating.",love sleep cast ebb chat repeatedli stop play sleepcast say oh dear s wrong random night wifi connect fine close app reopen issu time night problem night later happen insan frustrat,,
rev_e7c74799-9c95-443d-884c-e00ef91de6da,1,2026-01-16T09:31:26,"Slow, laggy, glitches. Always says I'm offline, null errors and takes forever to load. I want my money back",slow laggi glitch say m offlin null error take forev load want money,,
rev_0f2f0d24-68e6-4ccd-82df-b6a0758287e0,1,2025-11-22T21:39:06,Tried to enable the 14 day free trial but it took annual payment instead of enabling free trial with credit card details. Misleading and dark pattern practices.,tri enabl fourteen day free trial took annual payment instead enabl free trial credit card detail mislead dark pattern practic,,
rev_8a28dd95-2378-4182-90df-de7951f8e489,1,2025-10-30T23:37:50,extremely extremely slow app,extrem extrem slow app,,
rev_f063d4fb-c1ad-4e2a-bb6e-82c0aa647c5e,1,2026-01-30T01:56:13,"over half my yearly subscription was waisted as the app didn't work properly, even after I tried everything support suggested. they refuse to refund.",half yearli subscript waist app didn t work properli tri support suggest refus refund,,
rev_17f36e13-1c4c-4886-a7ec-9a350708ebbb,1,2026-01-09T17:12:49,"used to love it, but the app is so buggy. Very slow to open, things I'm listening to just stop with a ""something went wrong"" error. I have a premium account but not keen to renew unless things improve. shame.",use love app buggi slow open thing m listen just stop went wrong error premium account keen renew unless thing improv shame,,
rev_20c47d26-df79-4f31-ae55-c8eee4f6ddff,3,2026-01-15T03:09:58,"what happened to ebb? I have headspace through Starbucks, did the subscription options change? I loved chatting with ebb and now the icon is missing from my home screen. can anyone clarify this for me?",happen ebb headspac starbuck did subscript option chang love chat ebb icon miss home screen clarifi,,
rev_6e95357e-6283-47f3-bcaa-e05b230c8315,1,2025-10-15T03:11:52,keeps crashing about 4 min into a meditation. exactly the last thing you need!,keep crash min medit exactli thing need,,
rev_0098c43f-7917-423b-986d-1d9836e66aa6,1,2026-01-11T16:29:45,it keeps losing audio stream. you can't trust it and the inconsistency in the software undermines the whole experience. waste of time and not meditative.,keep lose audio stream t trust inconsist softwar undermin experi wast time medit,,
rev_56a355dd-746a-4794-abc7-4ddfb580911d,1,2026-02-06T16:41:08,"sync to Google FIT broken for months, lame response and no urgency to fix (so cannot get points credited for Vitality health app - useless) plus increasingly cluttered design UNBELIEVABLE STILL NOT FIXED. MANY MONTHS LATER - SIMPLY DO NOT CARE. THEY ARE SCREWING OVER VITALITY AND THEIR CUSTOMERS. TERRIBLE SERVICE RESPONSES - PLATITUDES -- still broken Feb2026",sync googl fit broken month lame respons urgenc fix point credit vital health app useless plu increasingli clutter design unbeliev fix month later simpli care screw vital custom terribl servic respons platitud broken febtwo thousand,,
rev_bad7033c-20e5-4ce4-9a55-501c8bd19b2b,1,2025-12-08T17:01:36,"So disappointed you guys chose to take the AI route with Ebb... I'm leaving! Not only is AI a massive environmental issue, it has caused mental distress and deaths among children and fragile people. This is incredibly insensitive coming from an app like this.",disappoint guy chose ai rout ebb m leav ai massiv environment issu caus mental distress death children fragil peopl incred insensit come app like,,
rev_f33a83a1-cfc8-4dab-bb31-801fbe0abad2,3,2025-10-14T05:54:33,"The content is great but the latest update has made the app unusable on my phone - insanely slow. I've had to give up. Also, in general, the browsing function in the app is frustrating and it's very hard to find what you want. There's an awful lot of content and not much categorisation. Irritating when you're short on time.",content great latest updat app unus phone insan slow ve gener brows function app frustrat s hard want s aw lot content categoris irrit short time,,
rev_20d1cd8b-9092-425b-8b29-51348b0b9bc1,1,2025-10-15T19:08:28,App keeps crashing. I had to uninstall the App.,app keep crash uninstal app,,
rev_84702297-16c2-474a-aeb7-685e07f6f2fa,1,2025-10-24T12:01:34,The app used to work great. After the update it has been getting stuck or lagging a lot. this doesnt help when you are trying to have a session. please fix,app use work great updat get stuck lag lot doesnt help tri session fix,,
rev_889a8581-6071-4048-a310-c26afb49795d,5,2026-04-05T12:26:09,"Headspace was one of my all time favorite apps. I still use it at least once a day, however since the addition of Ebb the AI Headspace has added, the app functionality has gotten worse. It takes forever to open and often crashes despite downloading all the updates. Additionally, you used to be able to download much more content to use offline that I really enjoyed when I travel. I had high hopes that a mediation app like Headspace would be safe from Enshitification, I'm not so sure anymore.",headspac time favorit app use day addit ebb ai headspac ad app function gotten wors take forev open crash despit download updat addit use abl download content use offlin realli enjoy travel high hope mediat app like headspac safe enshitif m sure anymor,,
rev_dc718a48-e145-41c9-94ca-4a1f4699ac04,1,2025-10-16T09:45:54,"very slow, occasionally it works fine. great content but unfortunately it doesn't even work sometimes.",slow occasion work fine great content unfortun doesn t work,,
rev_921b31e1-662d-4b47-898c-d8bd09c05d69,2,2026-01-12T06:09:08,"I have had this app for many years and it has been extremely glitchy lately. Just like other reviews state, I often get a message that I am offline, that something went wrong. Content takes a while to load. interface changed at some point and is less intuitive now. there were used to be ""the wake up"" videos which had amazing footage of nature and great scripts accompanying it, but those no longer exist.",app year extrem glitchi late just like review state messag offlin went wrong content take load interfac chang point intuit use wake video amaz footag natur great script accompani longer exist,,
rev_2e918d49-14cb-419c-b52a-d6ed9fe1dd3a,1,2025-12-08T07:59:05,Horrible interface.. stood out immediately. Shockingly bad.,horribl interfac stood immedi shockingli bad,,
rev_7a067af7-eae9-4ebb-a77a-06d6a82db27d,1,2026-01-19T07:27:43,This app keeps trying to take $75 58 out of my account Repeatedly And I Cancelled the subscription Before the free trial period was over! be aware that they will try to Steal 75 bucks less than 2 weeks after u install this app and the trial period is supposed to be 14 days!!!! apps like this cause poor folks much more stress than they relieve lol Seriously though!!!!,app keep tri seventi account repeatedli cancel subscript free trial period awar tri steal seventi buck week u instal app trial period suppos fourteen day app like caus poor folk stress reliev lol serious,,
rev_871a09b6-d1d9-4064-a904-e06d8f19b625,2,2025-10-15T06:02:12,It's been really glitchy since the new updates. It's sad that it's not as reliable anymore.,s realli glitchi new updat s sad s reliabl anymor,,
rev_7371bf30-0acd-4ef6-b4c1-9b4a1023f1f5,1,2025-12-14T12:37:32,"App does not work well on android. Keeps giving error messages that it is offline. During a meditation, the app hangs and the meditation stops. I would expect more from an app I am paying for.",app doe work android keep give error messag offlin medit app hang medit stop expect app pay,,
rev_afd2bc8c-e3be-4d42-be0a-35dc28e0e192,1,2026-01-20T06:04:55,forces you to create an account before you can view the subscription plans.,forc creat account view subscript plan,,
rev_ca03363d-311e-4117-a50a-2d08e3315463,3,2025-10-13T02:17:50,Keeps crashing. I paid for premium.,keep crash paid premium,,
rev_14673050-e90d-4483-9df0-5954c3beafb0,1,2026-01-02T17:23:45,"i have deleted the app as it has so many bugs, repeatedly cutting off meditations while i'm doing them. i have done what they suggest, deleted the app, switched phone on and off, reinstalled multiple times but it still does the same thing. such a shame because the content is excellent. i now use the web page on my phone to get to the meditations. not perfect either but at least the meditations don't crash.",delet app bug repeatedli cut medit m do suggest delet app switch phone reinstal multipl time doe thing shame content excel use web page phone medit perfect medit don t crash,,
rev_dbd078c2-f232-4462-b09b-166d95684a0a,1,2025-10-22T08:18:57,"App continues to get worse. Glitchy interface, and insanely long load times. Wheel is constantly spinning and often have to close out the app to force restart. Seems like it has gotten worse with the new UI refresh, which is still confusing and hard to navigate. The content is great, but the app not so much.",app continu wors glitchi interfac insan long load time wheel constantli spin close app forc restart like gotten wors new ui refresh confus hard navig content great app,,
rev_32d13490-5f89-4c6a-bb34-ceaea952b184,1,2026-01-21T17:29:18,"For a few months now the app will crash about 75 seconds after playing, claiming I'm offline. I have to close the app, turn off the WiFi and mobile data, turn it all back on again and then it will work. Not a very relaxing experience.",month app crash seventi second play claim m offlin close app turn wifi mobil data turn work relax experi,,
rev_f2c2c497-b4bd-4eb5-aa6a-17f965497f85,1,2026-03-07T15:47:37,"the screen on which i signed up on said ""the first 14 days are free"". I canceled 5 days later since the tracks keep stopping a few minutes in (""oh dear, something is wrong""). But somehow my membership is still active until next year (though canceled) and I was charged full price. I provided a screenshot to customer service but they said i didn't get the trial. No explanation, but at least they ""sincerely apologize for the disappointment "". extremely false advertising!",screen sign said fourteen day free cancel day later track stop minut oh dear wrong membership activ year cancel charg price provid screenshot custom servic said didn t trial explan sincer apolog disappoint extrem fals advertis,,
rev_ac80aa12-6284-40e3-9272-5c1361c90522,3,2025-10-14T18:23:35,"The app has always been relatively slow to load but recently it gets stuck on the loading screen or, once in the app, stuck with no content as if I don't have connection (I do). Also when actually offline it takes a good while to access downloaded content. Really harms the experience",app rel slow load recent get stuck load screen app stuck content don t connect actual offlin take good access download content realli harm experi,,
rev_ee8d5b2e-4b9b-425c-aa6d-621f15132662,1,2025-12-17T05:40:44,"When it works it's great. Continually have to reinstall it because it just randomly crashes with an ""oh dear, something went wrong"" message. App had been screwing up for months yet Hs never updates it.",work s great continu reinstal just randomli crash oh dear went wrong messag app screw month hs updat,,
rev_392a6321-a9b4-464f-9896-8cc7d09ed5d2,5,2025-11-15T01:41:44,"is there glich in the app, I reinstalled but app home page is not working",glich app reinstal app home page work,,
rev_7230c0a5-268d-466a-9542-6e3ec886112b,1,2026-01-02T06:16:00,"I'm sorry to be giving this rating as a user of over two years. The content is five stars but the glitches and bugs (I am an android user) have made the app unusable. Even before this latest downturn a couple of months ago which has made the issues worse and more frequent, I would regularly use my run streak aa the app wouldn't work for a day or two. I find a run streak really motivating and it would have been nice to see a full 365 days. Instead on days where it froze, I would find alternative",m sorri give rate user year content star glitch bug android user app unus latest downturn coupl month ago issu wors frequent regularli use run streak aa app wouldn t work day run streak realli motiv nice day instead day froze altern,,
rev_df888807-c47e-4ee8-87d2-565e01dd1d21,5,2026-02-07T22:47:36,"I have been using Headspace since 2021. It's tremendously helpful for daily meditation guidance, I enjoy the Wake Up segments and I regularly use Sleepcast stories to help me sleep.",use headspac thousand s tremend help daili medit guidanc enjoy wake segment regularli use sleepcast stori help sleep,,
rev_f4e4a1b5-133e-42d9-940e-fe28b20975d3,1,2026-03-13T08:12:14,Awful app. I did not mean to purchase a subscription and now I'm being charged for a year with no refund options. I used this app for 3 days and hated the service and will never use it again. Yet I am being required to continue paying for it. Awful customer service. Stay far away - anyone with anxiety doesn't need extra stress.,aw app did mean purchas subscript m charg year refund option use app day hate servic use requir continu pay aw custom servic stay far away anxieti doesn t need extra stress,,
rev_795b213a-6d0b-4760-a166-c0d1c0c4ba5e,1,2025-12-20T19:14:22,"Was great been using more frequently the past year, but now it says I'm offline, due to my Internet connection, only problem is that my Internet connection is fine with everything else on my other apps and using the web. This app is the only app that I'm having problems with and I paid for it.",great use frequent past year say m offlin internet connect problem internet connect fine app use web app app m have problem paid,,
rev_2bb2187d-2736-47b4-a414-7a520845cb26,1,2026-01-05T09:10:06,"The app broke and says Im offline when Im not. I opened a ticket with them and they basically said ""yea we dont know why this is happening and you're not getting a refund."" I read online that this is happening with other users as well.",app broke say im offlin im open ticket basic said yea dont know happen get refund read onlin happen user,,
rev_0ab95d16-941d-4444-a59a-3fb1d6ff8463,1,2025-12-08T12:42:27,I've liked this app for a long time but over the years it has become impossible to find anything. Now it seems like you either have to use a search bar or interact with their AI companion which is miserable. Unsubscribing and bailing. there are a bunch of cheaper apps that do what I want better.,ve like app long time year imposs like use search bar interact ai companion miser unsubscrib bail bunch cheaper app want better,,
